time,reps,data,bias mitigation,ML method,bias mit ML method,sensitive attrs,other,accuracy,precision,recall,sex|[AOD] Average Odds Difference,sex|[EOD] Equal Opportunity Difference,sex|[SPD] Statistical Parity Difference,sex|[DI_FM] Disparate Impact the way it was implemented in FairMask,[SF] Statistical Parity Subgroup Fairness,[DF] Differential Fairness,VAR|accuracy,VAR|precision,VAR|recall,VAR|sex|[AOD] Average Odds Difference,VAR|sex|[EOD] Equal Opportunity Difference,VAR|sex|[SPD] Statistical Parity Difference,VAR|sex|[DI_FM] Disparate Impact the way it was implemented in FairMask,VAR|[SF] Statistical Parity Subgroup Fairness,VAR|[DF] Differential Fairness,id,,,,,,,,
49:15.4,1,Compas Dataset,Reweighing Bias Mitigation,LogisticRegression,,['sex'],{},0.684283727,0.705747126,0.756157635,0.083908662,0.035663236,0.10627081,0.153753513,0.016299102,0.166944606,0,0,0,0,0,0,0,0,0,7.40,,,,,,,,
49:15.2,1,Compas Dataset,FairBalance Bias Mitigation,LogisticRegression,,['sex'],{},0.670375522,0.725333333,0.669950739,0.047001858,0.015151515,0.073163657,0.125952624,0.011221349,0.134620699,0,0,0,0,0,0,0,0,0,7.50,,,,,,,,
49:15.1,1,Compas Dataset,FairMask Bias Mitigation,LogisticRegression,DecisionTreeRegressor,['sex'],{},0.678720445,0.709832134,0.729064039,0.133969411,0.084762722,0.15528201,0.219982847,0.02381611,0.248439369,0,0,0,0,0,0,0,0,0,7.60,,,,,,,,
49:15.0,1,Compas Dataset,No Bias Mitigation,LogisticRegression,,['sex'],{},0.682892907,0.705069124,0.753694581,0.26370426,0.198399085,0.28028201,0.337330561,0.042987769,0.411478996,0,0,0,0,0,0,0,0,0,7.70,,,,,,,,
49:14.9,1,Compas Dataset,FYP VAE,LogisticRegression,,['sex'],"{'c': '', 'my model config': ""VAEMaskConfig(epochs=1300, latent_dim=10, mask_values=None vae_layers=(75, 60, 30, 15), lr=0.014, \nlosses_used=['Latent sens ADV loss', 'Sensitive KL loss', 'Reconstruction loss', 'KL divergence loss'])Latent sens ADV loss: {'weight': 0.11, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (30, 30), 'input_dim': 9}, Sensitive KL loss: {'weight': 9000, 'sens_col_ids': [7]}, Reconstruction loss: {'weight': 15}, KL divergence loss: {'weight': 0.005}""}",0.66620306,0.694835681,0.729064039,0.075668239,0.02672956,0.094503582,0.141236122,0.014494324,0.152261275,0,0,0,0,0,0,0,0,0,7.80,,,,,,,,
44:40.6,1,Compas Dataset,FFVAE,LogisticRegression,,"['sex', 'race']",{'c': 'LFR'},0.688456189,0.706818182,0.766009852,0.056174957,0.008576329,0.079558067,0.117607577,0.054710123,0.413833358,0,0,0,0,0,0,0,0,0,7.90,-0.164435658,-0.193299571,-0.21215493,0.39055794,0,0,0,0
44:25.2,1,Compas Dataset,FairMask Bias Mitigation,MLPClassifier,DecisionTreeRegressor,['sex'],{},0.68984701,0.716627635,0.75,-0.022555374,0.00328958,0.040186004,0.064210246,0.006536276,0.06636445,0,0,0,0,0,0,0,0,0,8.00,,,,,,,,
44:19.4,1,Compas Dataset,No Bias Mitigation,MLPClassifier,,['sex'],{},0.698191933,0.715575621,0.776960784,0.086247897,0.112200471,0.149029542,0.202845765,0.02423974,0.2267071,0,0,0,0,0,0,0,0,0,8.10,,,,,,,,
44:19.3,1,Compas Dataset,FYP VAE,MLPClassifier,,['sex'],"{'c': '', 'my model config': ""VAEMaskConfig(epochs=1300, latent_dim=10, mask_values=None vae_layers=(75, 60, 30, 15), lr=0.014, \nlosses_used=['Latent sens ADV loss', 'Sensitive KL loss', 'Reconstruction loss', 'KL divergence loss'])Latent sens ADV loss: {'weight': 0.11, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (30, 30), 'input_dim': 9}, Sensitive KL loss: {'weight': 9000, 'sens_col_ids': [7]}, Reconstruction loss: {'weight': 15}, KL divergence loss: {'weight': 0.005}""}",0.668984701,0.704326923,0.718137255,-0.044631278,-0.033315058,0.008110937,0.013864043,0.001319248,0.013961046,0,0,0,0,0,0,0,0,0,8.20,,,,,,,,
39:43.7,1,Compas Dataset,FFVAE,MLPClassifier,,"['sex', 'race']",{'c': 'LFR'},0.680111266,0.717073171,0.720588235,-0.05158399,0.00290257,0.018600447,0.031793788,0.042660858,0.415712054,0,0,0,0,0,0,0,0,0,8.30,-0.200302736,-0.153745568,-0.23670669,0.482517483,0,0,0,0
39:25.8,1,Compas Dataset,Reweighing Bias Mitigation,LogisticRegression,,['sex'],{},0.695410292,0.72027972,0.757352941,-0.05764645,-0.019640726,0.011036582,0.018228962,0.001795106,0.018397157,0,0,0,0,0,0,0,0,0,8.40,,,,,,,,
39:25.6,1,Compas Dataset,FairBalance Bias Mitigation,LogisticRegression,,['sex'],{},0.66620306,0.72459893,0.664215686,-0.081302677,-0.080078692,-0.029625137,0.059656097,0.004818545,0.057944419,0,0,0,0,0,0,0,0,0,8.50,,,,,,,,
39:25.5,1,Compas Dataset,FairMask Bias Mitigation,LogisticRegression,DecisionTreeRegressor,['sex'],{},0.694019471,0.723809524,0.745098039,0.016452555,0.062437514,0.086627658,0.132648601,0.014090038,0.14231108,0,0,0,0,0,0,0,0,0,8.60,,,,,,,,
39:25.3,1,Compas Dataset,No Bias Mitigation,LogisticRegression,,['sex'],{},0.696801113,0.714932127,0.774509804,0.184554148,0.181249395,0.236287522,0.294358184,0.0384323,0.348647513,0,0,0,0,0,0,0,0,0,8.70,,,,,,,,
39:25.2,1,Compas Dataset,FYP VAE,LogisticRegression,,['sex'],"{'c': '', 'my model config': ""VAEMaskConfig(epochs=1300, latent_dim=10, mask_values=None vae_layers=(75, 60, 30, 15), lr=0.014, \nlosses_used=['Latent sens ADV loss', 'Sensitive KL loss', 'Reconstruction loss', 'KL divergence loss'])Latent sens ADV loss: {'weight': 0.11, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (30, 30), 'input_dim': 9}, Sensitive KL loss: {'weight': 9000, 'sens_col_ids': [7]}, Reconstruction loss: {'weight': 15}, KL divergence loss: {'weight': 0.005}""}",0.688456189,0.709090909,0.764705882,-0.064468464,-0.003096075,0.008907759,0.014389457,0.001448852,0.014493989,0,0,0,0,0,0,0,0,0,8.80,,,,,,,,
34:53.4,1,Compas Dataset,FFVAE,LogisticRegression,,"['sex', 'race']",{'c': 'LFR'},0.700973574,0.725995316,0.759803922,-0.066371095,-0.022898055,0.005982113,0.009992848,0.027800937,0.396533059,0,0,0,0,0,0,0,0,0,8.90,-0.129136277,-0.099228003,-0.176152607,0.329508994,0,0,0,0
34:39.6,3,German Dataset,FairMask Bias Mitigation,MLPClassifier,DecisionTreeRegressor,['sex'],{},0.676666667,0.716372516,0.830074943,-0.027435541,0.00565404,-0.035183872,0.083781085,0.012133333,0.079201037,0.001355556,0.00049711,0.000381632,0.00176122,0.008181808,0.003382908,0.004299349,7.14E-05,0.003477161,9.00,,,,,,,,
34:39.5,3,German Dataset,No Bias Mitigation,MLPClassifier,,['sex'],{},0.683333333,0.726966897,0.819322255,-0.035217291,0.04210103,-0.037781911,0.112791519,0.014766667,0.10199144,0.000622222,0.000357315,0.000121088,0.002460096,0.007808754,0.007291262,0.014237188,0.000196736,0.010699493,9.10,,,,,,,,
34:39.4,3,German Dataset,FYP VAE,MLPClassifier,,['sex'],"{'c': '', 'my model config': ""VAEMaskConfig(epochs=1300, latent_dim=20, mask_values=None vae_layers=(75, 60, 30, 20), lr=0.014, \nlosses_used=['Latent sens ADV loss', 'Pos Y vec loss', 'Reconstruction loss', 'KL divergence loss'])Latent sens ADV loss: {'weight': 0.11, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (30, 30), 'input_dim': 19}, Pos Y vec loss: {'weight': 1200000}, Reconstruction loss: {'weight': 15}, KL divergence loss: {'weight': 0.005}""}",0.64,0.665455035,0.897686543,-0.049233745,0.010636369,-0.024669416,0.067726541,0.012666667,0.065992159,0.000866667,0.000910405,0.000714319,0.00258349,0.015704047,0.003628595,0.001213455,4.41E-05,0.001025785,9.20,,,,,,,,
34:39.4,3,German Dataset,FFVAE,MLPClassifier,,['sex'],{'c': 'LFR'},0.71,0.698826174,0.969371131,0.018513556,0.042806055,0.00069106,0.058009464,0.0108,0.05847303,6.67E-05,1.77E-05,0.000143384,0.002127825,0.000263356,0.003282148,0.000532667,1.44E-05,0.000601278,9.30,,,,,,,,
34:39.4,3,German Dataset,Reweighing Bias Mitigation,LogisticRegression,,['sex'],{},0.703333333,0.694998463,0.963668948,-0.055683907,-0.005663333,-0.063297921,0.102785799,0.016466667,0.091137768,2.22E-05,4.98E-05,7.27E-05,0.008426837,0.004766225,0.010481919,0.017400776,0.000415742,0.013304345,9.40,,,,,,,,
34:39.3,3,German Dataset,FairBalance Bias Mitigation,LogisticRegression,,['sex'],{},0.676666667,0.792285163,0.680026067,0.051367069,0.033742944,0.004117924,0.240591398,0.024166667,0.223956594,0.002222222,0.001723517,0.002050323,0.011204285,0.009792333,0.017090796,0.026429353,0.000141882,0.016776162,9.50,,,,,,,,
34:39.3,3,German Dataset,FairMask Bias Mitigation,LogisticRegression,DecisionTreeRegressor,['sex'],{},0.703333333,0.696820088,0.958618442,-0.074738994,-0.025271176,-0.086590405,0.135388036,0.021,0.120235075,0.000288889,7.26E-05,6.28E-05,0.008671504,0.003712428,0.010321068,0.018488826,0.000392027,0.013393144,9.60,,,,,,,,
34:39.2,3,German Dataset,No Bias Mitigation,LogisticRegression,,['sex'],{},0.703333333,0.698229634,0.953242098,-0.113564751,-0.046104509,-0.121097629,0.184148889,0.025866667,0.153971364,0.000288889,0.000115692,0.000195939,0.013953525,0.007830055,0.016602372,0.044898343,0.000800036,0.029124973,9.70,,,,,,,,
34:39.2,3,German Dataset,FYP VAE,LogisticRegression,,['sex'],"{'c': '', 'my model config': ""VAEMaskConfig(epochs=1300, latent_dim=20, mask_values=None vae_layers=(75, 60, 30, 20), lr=0.014, \nlosses_used=['Latent sens ADV loss', 'Pos Y vec loss', 'Reconstruction loss', 'KL divergence loss'])Latent sens ADV loss: {'weight': 0.11, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (30, 30), 'input_dim': 19}, Pos Y vec loss: {'weight': 1200000}, Reconstruction loss: {'weight': 15}, KL divergence loss: {'weight': 0.005}""}",0.673333333,0.671163318,0.968719453,-0.009103848,0.043693367,-0.007123032,0.01444057,0.003066667,0.014278308,8.89E-05,0.000124167,0.000184578,0.000899666,0.000336195,0.000288732,0.000192721,9.21E-06,0.000185916,9.80,,,,,,,,
34:39.1,3,German Dataset,FFVAE,LogisticRegression,,['sex'],{'c': 'LFR'},0.703333333,0.695727136,0.964320626,-0.003514838,0.022302103,-0.015189185,0.068825047,0.012933333,0.066603108,0.000422222,0.000631217,0.000191108,0.004487091,0.003603766,0.004728168,0.00209324,6.90E-05,0.00173595,9.90,,,,,,,,
34:39.1,1,German Dataset,FairMask Bias Mitigation,MLPClassifier,DecisionTreeRegressor,['sex'],{},0.68,0.717948718,0.848484848,-0.073344723,0.045618247,-0.026666667,0.035087719,0.005,0.034486176,0,0,0,0,0,0,0,0,0,10.00,,,,,,,,
34:37.2,1,German Dataset,No Bias Mitigation,MLPClassifier,,['sex'],{},0.69,0.733333333,0.833333333,-0.024679102,0.066026411,0.013333333,0.01754386,0.0025,0.017699577,0,0,0,0,0,0,0,0,0,10.10,,,,,,,,
34:37.2,1,German Dataset,FYP VAE,MLPClassifier,,['sex'],"{'c': '', 'my model config': ""VAEMaskConfig(epochs=1300, latent_dim=20, mask_values=None vae_layers=(75, 60, 30, 20), lr=0.014, \nlosses_used=['Latent sens ADV loss', 'Pos Y vec loss', 'Reconstruction loss', 'KL divergence loss'])Latent sens ADV loss: {'weight': 0.11, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (30, 30), 'input_dim': 19}, Pos Y vec loss: {'weight': 1200000}, Reconstruction loss: {'weight': 15}, KL divergence loss: {'weight': 0.005}""}",0.68,0.707317073,0.878787879,-0.092598578,0.084033613,-0.026666667,0.033333333,0.005,0.032789823,0,0,0,0,0,0,0,0,0,10.20,,,,,,,,
32:42.1,1,German Dataset,FFVAE,MLPClassifier,,['sex'],{'c': 'LFR'},0.7,0.7,0.954545455,0.08349686,0.06122449,0.08,0.083333333,0.015,0.087011377,0,0,0,0,0,0,0,0,0,10.30,,,,,,,,
32:38.4,1,German Dataset,Reweighing Bias Mitigation,LogisticRegression,,['sex'],{},0.7,0.695652174,0.96969697,-0.02766876,0.040816327,0,0,0,0,0,0,0,0,0,0,0,0,0,10.40,,,,,,,,
32:38.3,1,German Dataset,FairBalance Bias Mitigation,LogisticRegression,,['sex'],{},0.61,0.736842105,0.636363636,0.124896112,0.172869148,0.146666667,0.215686275,0.0275,0.242946179,0,0,0,0,0,0,0,0,0,10.50,,,,,,,,
32:38.2,1,German Dataset,FairMask Bias Mitigation,LogisticRegression,DecisionTreeRegressor,['sex'],{},0.68,0.684782609,0.954545455,-0.076311294,-0.018007203,-0.053333333,0.060606061,0.01,0.0588405,0,0,0,0,0,0,0,0,0,10.60,,,,,,,,
32:38.1,1,German Dataset,No Bias Mitigation,LogisticRegression,,['sex'],{},0.68,0.684782609,0.954545455,-0.076311294,-0.018007203,-0.053333333,0.060606061,0.01,0.0588405,0,0,0,0,0,0,0,0,0,10.70,,,,,,,,
32:38.0,1,German Dataset,FYP VAE,LogisticRegression,,['sex'],"{'c': '', 'my model config': ""VAEMaskConfig(epochs=1300, latent_dim=20, mask_values=None vae_layers=(75, 60, 30, 20), lr=0.014, \nlosses_used=['Latent sens ADV loss', 'Pos Y vec loss', 'Reconstruction loss', 'KL divergence loss'])Latent sens ADV loss: {'weight': 0.11, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (30, 30), 'input_dim': 19}, Pos Y vec loss: {'weight': 1200000}, Reconstruction loss: {'weight': 15}, KL divergence loss: {'weight': 0.005}""}",0.68,0.677083333,0.984848485,-0.01383438,0.020408163,0,0,0,0,0,0,0,0,0,0,0,0,0,10.80,,,,,,,,
30:43.6,1,German Dataset,FFVAE,LogisticRegression,,['sex'],{'c': 'LFR'},0.7,0.7,0.954545455,0.001766091,0.06122449,0.026666667,0.028985507,0.005,0.029413885,0,0,0,0,0,0,0,0,0,10.90,,,,,,,,
30:40.1,1,German Dataset,FairMask Bias Mitigation,MLPClassifier,DecisionTreeRegressor,['sex'],{},0.72,0.742857143,0.838709677,-0.037055336,-0.119565217,-0.110294118,0.176470588,0.024,0.162518929,0,0,0,0,0,0,0,0,0,11.00,,,,,,,,
30:38.1,1,German Dataset,No Bias Mitigation,MLPClassifier,,['sex'],{},0.71,0.746268657,0.806451613,-0.100543478,-0.076086957,-0.158088235,0.281045752,0.0344,0.247676738,0,0,0,0,0,0,0,0,0,11.10,,,,,,,,
30:38.0,1,German Dataset,FYP VAE,MLPClassifier,,['sex'],"{'c': '', 'my model config': ""VAEMaskConfig(epochs=1300, latent_dim=20, mask_values=None vae_layers=(75, 60, 30, 20), lr=0.014, \nlosses_used=['Latent sens ADV loss', 'Pos Y vec loss', 'Reconstruction loss', 'KL divergence loss'])Latent sens ADV loss: {'weight': 0.11, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (30, 30), 'input_dim': 19}, Pos Y vec loss: {'weight': 1200000}, Reconstruction loss: {'weight': 15}, KL divergence loss: {'weight': 0.005}""}",0.63,0.637362637,0.935483871,-0.077198617,-0.16576087,-0.097426471,0.11546841,0.0212,0.109274415,0,0,0,0,0,0,0,0,0,11.20,,,,,,,,
28:42.2,1,German Dataset,FFVAE,MLPClassifier,,['sex'],{'c': 'LFR'},0.72,0.693181818,0.983870968,-0.009016798,0.02173913,-0.053308824,0.063180828,0.0116,0.061265196,0,0,0,0,0,0,0,0,0,11.30,,,,,,,,
28:38.0,1,German Dataset,Reweighing Bias Mitigation,LogisticRegression,,['sex'],{},0.7,0.686046512,0.951612903,-0.179471344,-0.10326087,-0.207720588,0.289002558,0.0452,0.253868708,0,0,0,0,0,0,0,0,0,11.40,,,,,,,,
28:37.9,1,German Dataset,FairBalance Bias Mitigation,LogisticRegression,,['sex'],{},0.71,0.836734694,0.661290323,-0.098320158,-0.048913043,-0.169117647,0.450980392,0.0368,0.37223946,0,0,0,0,0,0,0,0,0,11.50,,,,,,,,
28:37.8,1,German Dataset,FairMask Bias Mitigation,LogisticRegression,DecisionTreeRegressor,['sex'],{},0.72,0.702380952,0.951612903,-0.187994071,-0.10326087,-0.224264706,0.326203209,0.0488,0.282320129,0,0,0,0,0,0,0,0,0,11.60,,,,,,,,
28:37.7,1,German Dataset,No Bias Mitigation,LogisticRegression,,['sex'],{},0.71,0.698795181,0.935483871,-0.273221344,-0.16576087,-0.301470588,0.482352941,0.0656,0.39363065,0,0,0,0,0,0,0,0,0,11.70,,,,,,,,
28:37.6,1,German Dataset,FYP VAE,LogisticRegression,,['sex'],"{'c': '', 'my model config': ""VAEMaskConfig(epochs=1300, latent_dim=20, mask_values=None vae_layers=(75, 60, 30, 20), lr=0.014, \nlosses_used=['Latent sens ADV loss', 'Pos Y vec loss', 'Reconstruction loss', 'KL divergence loss'])Latent sens ADV loss: {'weight': 0.11, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (30, 30), 'input_dim': 19}, Pos Y vec loss: {'weight': 1200000}, Reconstruction loss: {'weight': 15}, KL divergence loss: {'weight': 0.005}""}",0.66,0.655555556,0.951612903,0.029767787,0.065217391,0.009191176,0.010141988,0.002,0.010193768,0,0,0,0,0,0,0,0,0,11.80,,,,,,,,
26:43.4,1,German Dataset,FFVAE,LogisticRegression,,['sex'],{'c': 'LFR'},0.68,0.663043478,0.983870968,-0.088068182,-0.0625,-0.112132353,0.132897603,0.0244,0.124778602,0,0,0,0,0,0,0,0,0,11.90,,,,,,,,
26:39.7,1,German Dataset,FairMask Bias Mitigation,MLPClassifier,DecisionTreeRegressor,['sex'],{},0.63,0.688311688,0.803030303,0.028093434,0.090909091,0.031409168,0.039784946,0.0074,0.040598005,0,0,0,0,0,0,0,0,0,12.00,,,,,,,,
26:37.6,1,German Dataset,No Bias Mitigation,MLPClassifier,,['sex'],{},0.65,0.701298701,0.818181818,0.019570707,0.136363636,0.031409168,0.039784946,0.0074,0.040598005,0,0,0,0,0,0,0,0,0,12.10,,,,,,,,
26:37.5,1,German Dataset,FYP VAE,MLPClassifier,,['sex'],"{'c': '', 'my model config': ""VAEMaskConfig(epochs=1300, latent_dim=20, mask_values=None vae_layers=(75, 60, 30, 20), lr=0.014, \nlosses_used=['Latent sens ADV loss', 'Pos Y vec loss', 'Reconstruction loss', 'KL divergence loss'])Latent sens ADV loss: {'weight': 0.11, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (30, 30), 'input_dim': 19}, Pos Y vec loss: {'weight': 1200000}, Reconstruction loss: {'weight': 15}, KL divergence loss: {'weight': 0.005}""}",0.61,0.651685393,0.878787879,0.02209596,0.113636364,0.05008489,0.05437788,0.0118,0.05591224,0,0,0,0,0,0,0,0,0,12.20,,,,,,,,
24:37.2,1,German Dataset,FFVAE,MLPClassifier,,['sex'],{'c': 'LFR'},0.71,0.703296703,0.96969697,-0.018939394,0.045454545,-0.024617997,0.027514231,0.0058,0.027142518,0,0,0,0,0,0,0,0,0,12.30,,,,,,,,
24:31.9,1,German Dataset,Reweighing Bias Mitigation,LogisticRegression,,['sex'],{},0.71,0.703296703,0.96969697,0.040088384,0.045454545,0.017826825,0.019354839,0.0042,0.019544596,0,0,0,0,0,0,0,0,0,12.40,,,,,,,,
24:31.8,1,German Dataset,FairBalance Bias Mitigation,LogisticRegression,,['sex'],{},0.71,0.803278689,0.742424242,0.127525253,-0.022727273,0.034804754,0.055107527,0.0082,0.056684143,0,0,0,0,0,0,0,0,0,12.50,,,,,,,,
24:31.7,1,German Dataset,FairMask Bias Mitigation,LogisticRegression,DecisionTreeRegressor,['sex'],{},0.71,0.703296703,0.96969697,0.040088384,0.045454545,0.017826825,0.019354839,0.0042,0.019544596,0,0,0,0,0,0,0,0,0,12.60,,,,,,,,
24:31.6,1,German Dataset,No Bias Mitigation,LogisticRegression,,['sex'],{},0.72,0.711111111,0.96969697,0.008838384,0.045454545,-0.008488964,0.009487666,0.002,0.009442941,0,0,0,0,0,0,0,0,0,12.70,,,,,,,,
24:31.5,1,German Dataset,FYP VAE,LogisticRegression,,['sex'],"{'c': '', 'my model config': ""VAEMaskConfig(epochs=1300, latent_dim=20, mask_values=None vae_layers=(75, 60, 30, 20), lr=0.014, \nlosses_used=['Latent sens ADV loss', 'Pos Y vec loss', 'Reconstruction loss', 'KL divergence loss'])Latent sens ADV loss: {'weight': 0.11, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (30, 30), 'input_dim': 19}, Pos Y vec loss: {'weight': 1200000}, Reconstruction loss: {'weight': 15}, KL divergence loss: {'weight': 0.005}""}",0.68,0.680851064,0.96969697,-0.043244949,0.045454545,-0.030560272,0.033179724,0.0072,0.032641157,0,0,0,0,0,0,0,0,0,12.80,,,,,,,,
22:39.2,1,German Dataset,FFVAE,LogisticRegression,,['sex'],{'c': 'LFR'},0.73,0.724137931,0.954545455,0.075757576,0.068181818,0.039898132,0.04459203,0.0094,0.045616836,0,0,0,0,0,0,0,0,0,12.90,,,,,,,,
22:35.8,3,Compas Dataset,FairMask Bias Mitigation,MLPClassifier,DecisionTreeRegressor,['sex'],{},0.67501159,0.703122413,0.748690071,0.071059904,0.087268913,0.117105871,0.165819535,0.017913021,0.181355681,4.81E-05,0.000241714,0.000645116,0.00083243,4.35E-05,0.000139258,7.00E-05,7.30E-06,0.000100202,13.00,,,,,,,,
22:35.8,3,Compas Dataset,No Bias Mitigation,MLPClassifier,,['sex'],{},0.678256838,0.702161346,0.760875666,0.128772512,0.148556764,0.175393427,0.230048602,0.026608713,0.261576102,3.91E-05,0.000202936,0.0006276,0.000193494,0.000735352,0.000103198,0.000174409,5.13E-07,0.000297548,13.10,,,,,,,,
22:35.7,3,Compas Dataset,FYP VAE,MLPClassifier,,['sex'],"{'c': '', 'my model config': ""VAEMaskConfig(epochs=1300, latent_dim=10, mask_values=None vae_layers=(75, 60, 30, 15), lr=0.014, \nlosses_used=['Latent sens ADV loss', 'Pos Y vec loss', 'Reconstruction loss', 'KL divergence loss'])Latent sens ADV loss: {'weight': 0.11, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (30, 30), 'input_dim': 9}, Pos Y vec loss: {'weight': 1200000}, Reconstruction loss: {'weight': 15}, KL divergence loss: {'weight': 0.005}""}",0.663421419,0.688058704,0.75546815,-0.031285622,0.003767214,0.017696319,0.051818933,0.005137074,0.052841993,1.68E-05,0.000225752,0.000742707,0.00166403,0.000433051,0.000877639,0.000225953,2.90E-06,0.000268329,13.20,,,,,,,,
22:35.7,3,Compas Dataset,FFVAE,MLPClassifier,,"['sex', 'race']",{'c': 'LFR'},0.683356514,0.701467554,0.778224016,-0.019142295,0.002131023,0.030119097,0.058768456,0.037935163,0.321494237,8.94E-05,3.64E-05,0.001250578,0.000971135,0.002747446,0.001832145,0.002135984,3.07E-05,0.003757075,13.30,-0.147276162,-0.147504761,-0.174742662,0.309731201,0.001626311,0.000193154,0.001320287,0.007542307
22:35.6,3,Compas Dataset,Reweighing Bias Mitigation,LogisticRegression,,['sex'],{},0.677793231,0.697483074,0.772538547,-0.004576579,0.012823897,0.041617499,0.063135275,0.006283517,0.066174425,0.00015647,0.000139142,0.001842684,0.000420229,0.001564826,0.000719177,0.001705852,1.74E-05,0.001902367,13.40,,,,,,,,
22:35.6,3,Compas Dataset,FairBalance Bias Mitigation,LogisticRegression,,['sex'],{},0.662494205,0.712379372,0.688928793,-0.050499834,-0.042192216,-0.00689337,0.065600991,0.005638078,0.064151188,7.26E-05,8.00E-05,0.001571947,0.000644869,0.00402417,0.001710734,0.001478847,1.19E-05,0.00125917,13.50,,,,,,,,
22:35.5,3,Compas Dataset,FairMask Bias Mitigation,LogisticRegression,DecisionTreeRegressor,['sex'],{},0.678720445,0.705272755,0.753871644,0.070997909,0.106379987,0.123265253,0.173134764,0.018658403,0.19249009,0.000150882,1.65E-05,0.001590438,0.00082528,0.002995651,0.001685938,0.003335301,3.92E-05,0.004690248,13.60,,,,,,,,
22:35.5,3,Compas Dataset,No Bias Mitigation,LogisticRegression,,['sex'],{},0.681965693,0.701384496,0.774066561,0.183448984,0.196723519,0.228116761,0.279055402,0.034779542,0.329917346,0.000111334,1.87E-05,0.001395552,0.001385753,0.003603002,0.002029041,0.002844418,6.05E-05,0.005436745,13.70,,,,,,,,
22:35.5,3,Compas Dataset,FYP VAE,LogisticRegression,,['sex'],"{'c': '', 'my model config': ""VAEMaskConfig(epochs=1300, latent_dim=10, mask_values=None vae_layers=(75, 60, 30, 15), lr=0.014, \nlosses_used=['Latent sens ADV loss', 'Pos Y vec loss', 'Reconstruction loss', 'KL divergence loss'])Latent sens ADV loss: {'weight': 0.11, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (30, 30), 'input_dim': 9}, Pos Y vec loss: {'weight': 1200000}, Reconstruction loss: {'weight': 15}, KL divergence loss: {'weight': 0.005}""}",0.670839128,0.690862356,0.770888382,-0.022589081,0.018503765,0.028868834,0.078172282,0.007901305,0.08092762,3.14E-05,0.000181324,0.001848992,0.001522834,0.001776245,0.002091324,0.000674207,7.87E-06,0.000856305,13.80,,,,,,,,
22:35.4,3,Compas Dataset,FFVAE,LogisticRegression,,"['sex', 'race']",{'c': 'LFR'},0.680574873,0.706258605,0.757764369,0.000803387,0.022317168,0.05060601,0.081218742,0.042086347,0.365153473,5.59E-06,0.00013595,0.00098607,0.000656813,0.004750901,0.002033535,0.003650256,4.80E-05,0.005363459,13.90,-0.168814412,-0.162429023,-0.195107003,0.364263846,0.001675462,0.000765355,0.001639671,0.010180133
22:35.3,1,Compas Dataset,FairMask Bias Mitigation,MLPClassifier,DecisionTreeRegressor,['sex'],{},0.673157163,0.68869936,0.783980583,0.110274725,0.082201087,0.13256767,0.174691977,0.020899062,0.191998601,0,0,0,0,0,0,0,0,0,14.00,,,,,,,,
22:29.1,1,Compas Dataset,No Bias Mitigation,MLPClassifier,,['sex'],{},0.678720445,0.690526316,0.796116505,0.147652719,0.136548913,0.175120862,0.218513642,0.027607498,0.246557585,0,0,0,0,0,0,0,0,0,14.10,,,,,,,,
22:29.0,1,Compas Dataset,FYP VAE,MLPClassifier,,['sex'],"{'c': '', 'my model config': ""VAEMaskConfig(epochs=1300, latent_dim=10, mask_values=None vae_layers=(75, 60, 30, 15), lr=0.014, \nlosses_used=['Latent sens ADV loss', 'Pos Y vec loss', 'Reconstruction loss', 'KL divergence loss'])Latent sens ADV loss: {'weight': 0.11, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (30, 30), 'input_dim': 9}, Pos Y vec loss: {'weight': 1200000}, Reconstruction loss: {'weight': 15}, KL divergence loss: {'weight': 0.005}""}",0.657858136,0.67219917,0.786407767,0.001901733,0.009103261,0.030675599,0.044135301,0.004835955,0.045138904,0,0,0,0,0,0,0,0,0,14.20,,,,,,,,
