time,reps,data,bias mitigation,ML method,bias mit ML method,sensitive attrs,other,accuracy,precision,recall,f1score,mean_pred,race|unprivileged mean_pred,race|privileged mean_pred,race|unprivileged acc,race|privileged acc,race|[AOD] Average Odds Difference,race|[EOD] Equal Opportunity Difference,race|[SPD] Statistical Parity Difference,race|[ERD] Error Rate Difference,race|[A_AOD] Absolute Average Odds Difference,race|[A_EOD] Absolute Equal Opportunity Difference,race|[A_SPD] Absolute Statistical Parity Difference,race|[DI] Disparate Impact,race|[DI_FM] Disparate Impact the way it was implemented in FairMask,race|[FR] Flip Rate,race|[SF] Statistical Parity Subgroup Fairness for One Attribute,race|[DF] Differential Fairness for One Attribute,[SF] Statistical Parity Subgroup Fairness,[SF] Statistical Parity Subgroup Fairness if 0 was the positive label,[DF] Differential Fairness,[DF] Differential Fairness if 0 was the positive label,[MEOD] M Equal Opportunity Difference,[MAOD] M Average Odds Difference,VAR|accuracy,VAR|precision,VAR|recall,VAR|f1score,VAR|mean_pred,VAR|race|unprivileged mean_pred,VAR|race|privileged mean_pred,VAR|race|unprivileged acc,VAR|race|privileged acc,VAR|race|[AOD] Average Odds Difference,VAR|race|[EOD] Equal Opportunity Difference,VAR|race|[SPD] Statistical Parity Difference,VAR|race|[ERD] Error Rate Difference,VAR|race|[A_AOD] Absolute Average Odds Difference,VAR|race|[A_EOD] Absolute Equal Opportunity Difference,VAR|race|[A_SPD] Absolute Statistical Parity Difference,VAR|race|[DI] Disparate Impact,VAR|race|[DI_FM] Disparate Impact the way it was implemented in FairMask,VAR|race|[FR] Flip Rate,VAR|race|[SF] Statistical Parity Subgroup Fairness for One Attribute,VAR|race|[DF] Differential Fairness for One Attribute,VAR|[SF] Statistical Parity Subgroup Fairness,VAR|[SF] Statistical Parity Subgroup Fairness if 0 was the positive label,VAR|[DF] Differential Fairness,VAR|[DF] Differential Fairness if 0 was the positive label,VAR|[MEOD] M Equal Opportunity Difference,VAR|[MAOD] M Average Odds Difference,id
02:31.9,4,Compas Dataset,FYP VAE,RandomForestClassifier,,['race'],"{'c': 'FYP', 'my model config': ""VAEMaskConfig(epochs=1800, latent_dim=17, mask_values=None vae_layers=(100, 75, 50), lr=0.006, \nlosses_used=['Flipped ADV loss', 'Reconstruction loss', 'KL divergence loss'])Flipped ADV loss: {'weight': 0.01, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (75, 30, 10), 'input_dim': 10, 'sens_col_ids': [8]}, Reconstruction loss: {'weight': 15}, KL divergence loss: {'weight': 0.05}, Latent sens ADV loss: {'weight': 0.1, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (75, 30, 10), 'input_dim': 16}, Sensitive KL loss: {'weight': 9000, 'sens_col_ids': [8]}, Pos Y vec loss: {'weight': 1200000}""}",0.626564673,0.65060313,0.693986112,0.6712907,0.586230876,0.587078308,0.584340918,0.627934581,0.623629561,0.021878539,0.035265974,0.002737391,0.00430502,0.026802828,0.035265974,0.022182631,1.004691612,0.037636076,0.275034771,0.004923969,0.037800957,0.004923969,0.004923969,0.037800957,0.053785263,0.035265974,0.026802828,0.00046667,0.000546215,0.000361778,0.00026414,0.000236478,0.000519081,1.12E-05,0.000269586,0.001455272,0.000376969,0.000561759,0.000512466,0.000891474,0.000137248,0.000561759,2.79E-05,0.001505159,6.34E-05,0.00029052,1.28E-06,7.30E-05,1.28E-06,1.28E-06,7.30E-05,0.000190636,0.000561759,0.000137248,8.60647E+18
02:31.6,4,Compas Dataset,FYP VAE,RandomForestClassifier,,['race'],"{'c': 'FYP', 'my model config': ""VAEMaskConfig(epochs=1800, latent_dim=17, mask_values=None vae_layers=(100, 75, 50), lr=0.006, \nlosses_used=['Latent sens ADV loss', 'Reconstruction loss', 'KL divergence loss'])Latent sens ADV loss: {'weight': 0.1, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (75, 30, 10), 'input_dim': 16}, Reconstruction loss: {'weight': 15}, KL divergence loss: {'weight': 0.05}, Flipped ADV loss: {'weight': 0.01, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (75, 30, 10), 'input_dim': 10, 'sens_col_ids': [8]}, Sensitive KL loss: {'weight': 9000, 'sens_col_ids': [8]}, Pos Y vec loss: {'weight': 1200000}""}",0.630737135,0.651660457,0.706676146,0.677811038,0.59596662,0.58967015,0.608778915,0.622303495,0.647776722,0.003256532,-0.009861446,-0.019108765,-0.025473227,0.034397424,0.071679818,0.044430385,0.973187757,0.074793149,0.273991655,0.009863413,0.073660287,0.009863413,0.009863413,0.073660287,0.113117211,0.071679818,0.034397424,0.00043572,0.000283898,0.000331429,0.000144844,0.00041154,0.000291465,0.001895391,0.000699481,0.001700684,0.001470153,0.006744483,0.001825664,0.002743686,0.000297576,0.001703735,0.00021675,0.005090356,0.000548833,0.001305708,1.04E-05,0.00052455,1.04E-05,1.04E-05,0.00052455,0.001813527,0.001703735,0.000297576,8.60647E+18
02:31.3,4,Compas Dataset,FYP VAE,RandomForestClassifier,,['race'],"{'c': 'FYP', 'my model config': ""VAEMaskConfig(epochs=1800, latent_dim=17, mask_values=None vae_layers=(100, 75, 50), lr=0.006, \nlosses_used=['Sensitive KL loss', 'Reconstruction loss', 'KL divergence loss'])Sensitive KL loss: {'weight': 9000, 'sens_col_ids': [8]}, Reconstruction loss: {'weight': 15}, KL divergence loss: {'weight': 0.05}, Latent sens ADV loss: {'weight': 0.1, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (75, 30, 10), 'input_dim': 16}, Flipped ADV loss: {'weight': 0.01, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (75, 30, 10), 'input_dim': 10, 'sens_col_ids': [8]}, Pos Y vec loss: {'weight': 1200000}""}",0.640820584,0.662195432,0.711907452,0.685424014,0.591446453,0.590755496,0.592506223,0.636907166,0.648499428,0.021952499,0.018697259,-0.001750727,-0.011592262,0.028790284,0.043225004,0.035514249,0.998038711,0.061769764,0.259040334,0.007900499,0.061194191,0.007900499,0.007900499,0.061194191,0.085390268,0.043225004,0.028790284,0.000900817,0.001036389,0.00097099,0.000473342,0.000964652,0.001512893,0.000820387,0.001044164,0.001406286,0.000760802,0.002132739,0.001418254,0.00119643,0.000413834,0.000613925,0.000160057,0.004212305,0.000703548,0.000155113,8.04E-06,0.0006054,8.04E-06,8.04E-06,0.0006054,0.000624435,0.000613925,0.000413834,8.60647E+18
02:31.0,4,Compas Dataset,FYP VAE,RandomForestClassifier,,['race'],"{'c': 'FYP', 'my model config': ""VAEMaskConfig(epochs=1800, latent_dim=17, mask_values=None vae_layers=(100, 75, 50), lr=0.006, \nlosses_used=['Pos Y vec loss', 'Reconstruction loss', 'KL divergence loss'])Pos Y vec loss: {'weight': 1200000}, Reconstruction loss: {'weight': 15}, KL divergence loss: {'weight': 0.05}, Latent sens ADV loss: {'weight': 0.1, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (75, 30, 10), 'input_dim': 16}, Flipped ADV loss: {'weight': 0.01, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (75, 30, 10), 'input_dim': 10, 'sens_col_ids': [8]}, Sensitive KL loss: {'weight': 9000, 'sens_col_ids': [8]}""}",0.640820584,0.659303567,0.717127103,0.686950138,0.597705146,0.582918354,0.627071116,0.631149824,0.660274632,-0.018026555,-0.030473923,-0.044152762,-0.029124809,0.018026555,0.04280658,0.044152762,0.9302368,0.07751035,0.260083449,0.009833914,0.073464312,0.009833914,0.009833914,0.073464312,0.111197436,0.04280658,0.018026555,0.000452041,0.000400542,0.000170139,0.000265086,0.000130933,0.000410849,0.000127911,0.000405573,0.001732863,0.000200466,0.002441566,0.000820243,0.001823343,0.000200466,0.001537823,0.000820243,0.001917607,0.00285564,0.000206012,4.11E-05,0.002337377,4.11E-05,4.11E-05,0.002337377,0.005031603,0.001537823,0.000200466,8.60647E+18
02:30.7,4,Compas Dataset,FYP VAE,RandomForestClassifier,,['race'],"{'c': 'FYP', 'my model config': ""VAEMaskConfig(epochs=1800, latent_dim=17, mask_values=None vae_layers=(100, 75, 50), lr=0.006, \nlosses_used=['Reconstruction loss', 'KL divergence loss'])Reconstruction loss: {'weight': 15}, KL divergence loss: {'weight': 0.05}, Latent sens ADV loss: {'weight': 0.1, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (75, 30, 10), 'input_dim': 16}, Flipped ADV loss: {'weight': 0.01, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (75, 30, 10), 'input_dim': 10, 'sens_col_ids': [8]}, Sensitive KL loss: {'weight': 9000, 'sens_col_ids': [8]}, Pos Y vec loss: {'weight': 1200000}""}",0.646383866,0.670136332,0.706179285,0.687039424,0.579624478,0.559870017,0.619011015,0.641555286,0.65598529,-0.03456183,-0.033093974,-0.059140999,-0.014430004,0.03456183,0.033093974,0.059140999,0.904782676,0.109293736,0.25,0.013154764,0.101859068,0.013154764,0.013154764,0.101859068,0.142850783,0.033093974,0.03456183,0.000680298,0.000816932,0.000713101,0.000329439,0.000861163,0.001383348,0.000606175,0.000493675,0.00116058,0.000484751,0.000911799,0.001120939,0.000177168,0.000484751,0.000911799,0.001120939,0.002838033,0.004752003,0.000262471,5.60E-05,0.003663948,5.60E-05,5.60E-05,0.003663948,0.005787008,0.000911799,0.000484751,8.60647E+18
02:30.3,4,Compas Dataset,LFR,RandomForestClassifier,,['race'],{'c': 'LFR'},0.655771905,0.682367322,0.698428965,0.690162677,0.561891516,0.534959689,0.615349905,0.646791216,0.673533565,-0.052506727,-0.062392598,-0.080390216,-0.026742349,0.052506727,0.062392598,0.080390216,0.871510429,0.150030714,0.305285118,0.017908024,0.138648895,0.017908024,0.017908024,0.138648895,0.193593323,0.062392598,0.052506727,0.000544045,0.000184396,0.000962317,0.000460569,0.00017893,2.38E-05,0.001082571,0.000459711,0.001245322,0.000314256,0.001328734,0.000911542,0.000810246,0.000314256,0.001328734,0.000911542,0.001675881,0.003063379,0.000114612,4.61E-05,0.002261603,4.61E-05,4.61E-05,0.002261603,0.00687235,0.001328734,0.000314256,8.60647E+18
02:30.0,4,Compas Dataset,Reweighing Bias Mitigation,RandomForestClassifier,,['race'],{},0.639082058,0.674155118,0.664416491,0.668843372,0.541029207,0.502608697,0.617261208,0.632179506,0.652607928,-0.090753527,-0.092923789,-0.114652512,-0.020428422,0.090753527,0.092923789,0.114652512,0.820514146,0.229306115,0.263560501,0.025543513,0.202129082,0.025543513,0.025543513,0.202129082,0.270974148,0.092923789,0.090753527,0.00065237,0.000512689,0.00132844,0.000654432,0.000250502,7.39E-05,0.00264953,0.000348388,0.001798844,0.00226336,0.00402472,0.003128745,0.000819713,0.00226336,0.00402472,0.003128745,0.005758179,0.013068283,0.000400901,0.000157732,0.008636209,0.000157732,0.000157732,0.008636209,0.02066035,0.00402472,0.00226336,8.60647E+18
02:29.7,4,Compas Dataset,FairBalance Bias Mitigation,RandomForestClassifier,,['race'],{},0.635257302,0.669978844,0.663141127,0.666084964,0.543463143,0.506839457,0.616338392,0.630062481,0.645478121,-0.087367417,-0.084573745,-0.109498935,-0.01541564,0.087367417,0.084573745,0.109498935,0.826046714,0.215897895,0.261126565,0.024371761,0.193317551,0.024371761,0.024371761,0.193317551,0.257115347,0.084573745,0.087367417,0.000335011,0.00031132,0.00105598,0.000381837,0.0003147,7.91E-05,0.001833619,0.000236436,0.001002153,0.001249864,0.002624175,0.001643566,0.000715544,0.001249864,0.002624175,0.001643566,0.003084632,0.006255112,0.000205407,8.30E-05,0.004380971,8.30E-05,8.30E-05,0.004380971,0.011185732,0.002624175,0.001249864,8.60647E+18
02:29.4,4,Compas Dataset,FairMask Bias Mitigation,RandomForestClassifier,DecisionTreeRegressor,['race'],{},0.630041725,0.66362695,0.664029781,0.663089713,0.549374131,0.510478297,0.62692059,0.631682873,0.626911601,-0.097827666,-0.072037846,-0.116442293,0.004771272,0.097827666,0.072037846,0.116442293,0.815088257,0.227633065,0,0.025900406,0.204770966,0.025900406,0.025900406,0.204770966,0.275175081,0.072037846,0.097827666,0.000372369,0.000260362,0.001564544,0.00041807,0.000649952,0.000453105,0.001239849,0.000667827,0.000652892,0.000677793,0.000200264,0.00034337,0.00129913,0.000677793,0.000200264,0.00034337,0.000408156,0.000970424,0,1.77E-05,0.000629125,1.77E-05,1.77E-05,0.000629125,0.003624269,0.000200264,0.000677793,8.60647E+18
02:29.1,4,Compas Dataset,No Bias Mitigation,RandomForestClassifier,,['race'],{},0.632127955,0.664130609,0.668882514,0.666079848,0.552851182,0.513117941,0.632015314,0.623842474,0.648625437,-0.096090854,-0.100021529,-0.118897372,-0.024782963,0.096090854,0.100021529,0.118897372,0.814390588,0.231782086,0.245479833,0.026452189,0.206910668,0.026452189,0.026452189,0.206910668,0.284920806,0.100021529,0.096090854,0.000456998,0.000307818,0.001244467,0.000487061,0.000283871,0.000120865,0.001383609,0.000413692,0.000926948,0.001159636,0.001610301,0.00124003,0.000599102,0.001159636,0.001610301,0.00124003,0.002174845,0.004573684,0.000130087,6.26E-05,0.003147607,6.26E-05,6.26E-05,0.003147607,0.009343027,0.001610301,0.001159636,8.60647E+18
02:28.7,4,Compas Dataset,FYP VAE,NaiveBayes,,['race'],"{'c': 'FYP', 'my model config': ""VAEMaskConfig(epochs=1800, latent_dim=17, mask_values=None vae_layers=(100, 75, 50), lr=0.006, \nlosses_used=['Sensitive KL loss', 'Latent sens ADV loss', 'Reconstruction loss', 'KL divergence loss'])Sensitive KL loss: {'weight': 9000, 'sens_col_ids': [8]}, Latent sens ADV loss: {'weight': 0.1, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (75, 30, 10), 'input_dim': 16}, Reconstruction loss: {'weight': 15}, KL divergence loss: {'weight': 0.05}, Flipped ADV loss: {'weight': 0.01, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (75, 30, 10), 'input_dim': 10, 'sens_col_ids': [8]}, Pos Y vec loss: {'weight': 1200000}""}",0.635952712,0.614192868,0.907689222,0.732543786,0.811891516,0.796952046,0.841531273,0.615348388,0.677011463,-0.025066503,-0.032043344,-0.044579227,-0.061663075,0.025066503,0.032043344,0.044579227,0.947361115,0.056279114,0.093532684,0.009932084,0.054413942,0.009932084,0.009932084,0.054413942,0.249721317,0.032043344,0.025066503,0.000151244,0.000167354,6.06E-05,8.91E-05,4.10E-05,0.00012986,0.000166657,7.75E-05,0.000403271,0.000341648,0.000386526,0.000455981,0.000165776,0.000341648,0.000386526,0.000455981,0.000609218,0.000754088,6.03E-05,2.30E-05,0.000677601,2.30E-05,2.30E-05,0.000677601,0.014924827,0.000386526,0.000341648,8.60647E+18
02:28.4,4,Compas Dataset,FYP VAE,NaiveBayes,,['race'],"{'c': 'FYP', 'my model config': ""VAEMaskConfig(epochs=1800, latent_dim=17, mask_values=None vae_layers=(100, 75, 50), lr=0.006, \nlosses_used=['Flipped ADV loss', 'Latent sens ADV loss', 'Reconstruction loss', 'KL divergence loss'])Flipped ADV loss: {'weight': 0.01, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (75, 30, 10), 'input_dim': 10, 'sens_col_ids': [8]}, Latent sens ADV loss: {'weight': 0.1, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (75, 30, 10), 'input_dim': 16}, Reconstruction loss: {'weight': 15}, KL divergence loss: {'weight': 0.05}, Sensitive KL loss: {'weight': 9000, 'sens_col_ids': [8]}, Pos Y vec loss: {'weight': 1200000}""}",0.634214186,0.61289069,0.908422776,0.731765864,0.814325452,0.799054123,0.844511738,0.614286029,0.673881223,-0.026873517,-0.030809633,-0.045457615,-0.059595193,0.026979525,0.030809633,0.045457615,0.946839305,0.057040804,0.090751043,0.010140514,0.055049695,0.010140514,0.010140514,0.055049695,0.265884595,0.030809633,0.026979525,0.000163455,0.000215941,0.000142403,8.89E-05,0.000102039,9.36E-05,0.000504409,0.000116224,0.000397171,0.000418282,0.000444517,0.000588028,0.000212598,0.000412573,0.000444517,0.000588028,0.000760037,0.00094597,0.000301159,2.96E-05,0.000847516,2.96E-05,2.96E-05,0.000847516,0.022455813,0.000444517,0.000412573,8.60647E+18
02:28.1,4,Compas Dataset,FYP VAE,NaiveBayes,,['race'],"{'c': 'FYP', 'my model config': ""VAEMaskConfig(epochs=1800, latent_dim=17, mask_values=None vae_layers=(100, 75, 50), lr=0.006, \nlosses_used=['Flipped ADV loss', 'Sensitive KL loss', 'Reconstruction loss', 'KL divergence loss'])Flipped ADV loss: {'weight': 0.01, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (75, 30, 10), 'input_dim': 10, 'sens_col_ids': [8]}, Sensitive KL loss: {'weight': 9000, 'sens_col_ids': [8]}, Reconstruction loss: {'weight': 15}, KL divergence loss: {'weight': 0.05}, Latent sens ADV loss: {'weight': 0.1, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (75, 30, 10), 'input_dim': 16}, Pos Y vec loss: {'weight': 1200000}""}",0.637343533,0.615877449,0.903277926,0.732340414,0.805632823,0.791194232,0.834304048,0.618026323,0.675957078,-0.023858999,-0.028375567,-0.043109817,-0.057930755,0.02728894,0.037144967,0.043109817,0.948656267,0.055082623,0.097009736,0.009601788,0.053165577,0.009601788,0.009601788,0.053165577,0.230352381,0.037144967,0.02728894,0.000117393,8.65E-05,0.000101314,6.22E-05,5.07E-05,0.00022819,9.76E-05,0.000115424,0.000240472,0.000462664,0.000788219,0.00059634,0.000205002,0.00028723,0.000213644,0.00059634,0.000828026,0.001002056,7.68E-05,3.00E-05,0.000910432,3.00E-05,3.00E-05,0.000910432,0.016951499,0.000213644,0.00028723,8.60647E+18
02:27.8,4,Compas Dataset,FYP VAE,NaiveBayes,,['race'],"{'c': 'FYP', 'my model config': ""VAEMaskConfig(epochs=1800, latent_dim=17, mask_values=None vae_layers=(100, 75, 50), lr=0.006, \nlosses_used=['Flipped ADV loss', 'Pos Y vec loss', 'Reconstruction loss', 'KL divergence loss'])Flipped ADV loss: {'weight': 0.01, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (75, 30, 10), 'input_dim': 10, 'sens_col_ids': [8]}, Pos Y vec loss: {'weight': 1200000}, Reconstruction loss: {'weight': 15}, KL divergence loss: {'weight': 0.05}, Latent sens ADV loss: {'weight': 0.1, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (75, 30, 10), 'input_dim': 16}, Sensitive KL loss: {'weight': 9000, 'sens_col_ids': [8]}""}",0.633171071,0.612219851,0.907177526,0.730913687,0.813977747,0.794363059,0.852930298,0.613762065,0.671819358,-0.040861417,-0.040782429,-0.058567239,-0.058057293,0.040861417,0.040782429,0.058567239,0.931706446,0.073766743,0.084144645,0.013044504,0.070954739,0.013044504,0.013044504,0.070954739,0.341820546,0.040782429,0.040861417,8.84E-05,0.000145932,0.000174007,5.87E-05,5.26E-05,2.97E-05,0.000299571,2.68E-05,0.000374045,0.000186761,0.00011923,0.000312923,0.000247388,0.000186761,0.00011923,0.000312923,0.00037577,0.000504601,3.34E-05,1.60E-05,0.000435323,1.60E-05,1.60E-05,0.000435323,0.014107034,0.00011923,0.000186761,8.60647E+18
02:27.5,4,Compas Dataset,FYP VAE,NaiveBayes,,['race'],"{'c': 'FYP', 'my model config': ""VAEMaskConfig(epochs=1800, latent_dim=17, mask_values=None vae_layers=(100, 75, 50), lr=0.006, \nlosses_used=['Sensitive KL loss', 'Pos Y vec loss', 'Reconstruction loss', 'KL divergence loss'])Sensitive KL loss: {'weight': 9000, 'sens_col_ids': [8]}, Pos Y vec loss: {'weight': 1200000}, Reconstruction loss: {'weight': 15}, KL divergence loss: {'weight': 0.05}, Latent sens ADV loss: {'weight': 0.1, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (75, 30, 10), 'input_dim': 16}, Flipped ADV loss: {'weight': 0.01, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (75, 30, 10), 'input_dim': 10, 'sens_col_ids': [8]}""}",0.638386648,0.616220138,0.907115191,0.733771185,0.80876217,0.796861331,0.832189755,0.618518992,0.677930099,-0.01535982,-0.022216804,-0.035328424,-0.059411107,0.026036956,0.026677217,0.035328424,0.958181086,0.045228799,0.111265647,0.007891795,0.043475049,0.007891795,0.007891795,0.043475049,0.191261498,0.026677217,0.026036956,0.000200209,0.000185809,6.81E-05,8.61E-05,0.000105907,0.000362005,0.000262717,0.000125124,0.000427593,0.000687576,0.00072233,0.000997179,0.00013697,0.000245577,0.000504243,0.000997179,0.00138076,0.001670574,0.000844358,4.98E-05,0.001517638,4.98E-05,4.98E-05,0.001517638,0.028844791,0.000504243,0.000245577,8.60647E+18
02:27.1,4,Compas Dataset,FYP VAE,NaiveBayes,,['race'],"{'c': 'FYP', 'my model config': ""VAEMaskConfig(epochs=1800, latent_dim=17, mask_values=None vae_layers=(100, 75, 50), lr=0.006, \nlosses_used=['Latent sens ADV loss', 'Pos Y vec loss', 'Reconstruction loss', 'KL divergence loss'])Latent sens ADV loss: {'weight': 0.1, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (75, 30, 10), 'input_dim': 16}, Pos Y vec loss: {'weight': 1200000}, Reconstruction loss: {'weight': 15}, KL divergence loss: {'weight': 0.05}, Flipped ADV loss: {'weight': 0.01, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (75, 30, 10), 'input_dim': 10, 'sens_col_ids': [8]}, Sensitive KL loss: {'weight': 9000, 'sens_col_ids': [8]}""}",0.635257302,0.615442621,0.897635516,0.729973879,0.801460362,0.777749239,0.848714676,0.619018108,0.667682805,-0.054038366,-0.045144007,-0.070965437,-0.048664697,0.054038366,0.045144007,0.070965437,0.916620728,0.091675045,0.068150209,0.015786974,0.087388788,0.015786974,0.015786974,0.087388788,0.390111492,0.045144007,0.054038366,0.000302126,0.000295994,0.000335737,0.000162197,0.000350486,0.000440755,0.000427611,0.000289113,0.000362203,0.00030575,0.000566131,0.000427286,5.81E-05,0.00030575,0.000566131,0.000427286,0.000554726,0.000766623,4.35E-05,2.15E-05,0.000651799,2.15E-05,2.15E-05,0.000651799,0.015634482,0.000566131,0.00030575,8.60647E+18
02:26.8,4,Compas Dataset,FYP VAE,NaiveBayes,,['race'],"{'c': 'FYP', 'my model config': ""VAEMaskConfig(epochs=1800, latent_dim=17, mask_values=None vae_layers=(100, 75, 50), lr=0.006, \nlosses_used=['Flipped ADV loss', 'Reconstruction loss', 'KL divergence loss'])Flipped ADV loss: {'weight': 0.01, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (75, 30, 10), 'input_dim': 10, 'sens_col_ids': [8]}, Reconstruction loss: {'weight': 15}, KL divergence loss: {'weight': 0.05}, Latent sens ADV loss: {'weight': 0.1, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (75, 30, 10), 'input_dim': 16}, Sensitive KL loss: {'weight': 9000, 'sens_col_ids': [8]}, Pos Y vec loss: {'weight': 1200000}""}",0.640472879,0.617890284,0.906445113,0.734745097,0.805980529,0.78856409,0.840551705,0.621622618,0.678044521,-0.032312932,-0.034237521,-0.051987615,-0.056421903,0.038098404,0.039100672,0.051987615,0.938886837,0.066879272,0.079624478,0.011580661,0.063900886,0.011580661,0.011580661,0.063900886,0.284461834,0.039100672,0.038098404,0.000174578,0.000182912,3.86E-05,8.40E-05,8.66E-05,0.000342618,0.000312051,8.00E-05,0.000476167,0.000851097,0.000779168,0.001095947,0.000181129,0.000443734,0.000422514,0.001095947,0.001487781,0.001896281,0.000110622,5.50E-05,0.001677835,5.50E-05,5.50E-05,0.001677835,0.031788344,0.000422514,0.000443734,8.60647E+18
02:26.5,4,Compas Dataset,FYP VAE,NaiveBayes,,['race'],"{'c': 'FYP', 'my model config': ""VAEMaskConfig(epochs=1800, latent_dim=17, mask_values=None vae_layers=(100, 75, 50), lr=0.006, \nlosses_used=['Latent sens ADV loss', 'Reconstruction loss', 'KL divergence loss'])Latent sens ADV loss: {'weight': 0.1, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (75, 30, 10), 'input_dim': 16}, Reconstruction loss: {'weight': 15}, KL divergence loss: {'weight': 0.05}, Flipped ADV loss: {'weight': 0.01, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (75, 30, 10), 'input_dim': 10, 'sens_col_ids': [8]}, Sensitive KL loss: {'weight': 9000, 'sens_col_ids': [8]}, Pos Y vec loss: {'weight': 1200000}""}",0.638386648,0.616572969,0.903853622,0.73301341,0.805285118,0.790124455,0.83539917,0.620055646,0.674861957,-0.026548372,-0.027549846,-0.045274715,-0.054806311,0.028955466,0.032412997,0.045274715,0.946214808,0.05772327,0.092489569,0.010082966,0.055703209,0.010082966,0.010082966,0.055703209,0.244528836,0.032412997,0.028955466,7.45E-05,0.000110385,2.63E-05,5.65E-05,2.71E-05,0.00013883,0.000175957,5.56E-05,0.000213899,0.0004733,0.000800008,0.000547612,0.00016257,0.000339697,0.0005084,0.000547612,0.000751122,0.000925092,0.000114612,2.76E-05,0.000833159,2.76E-05,2.76E-05,0.000833159,0.015844851,0.0005084,0.000339697,8.60647E+18
02:26.2,4,Compas Dataset,FYP VAE,NaiveBayes,,['race'],"{'c': 'FYP', 'my model config': ""VAEMaskConfig(epochs=1800, latent_dim=17, mask_values=None vae_layers=(100, 75, 50), lr=0.006, \nlosses_used=['Sensitive KL loss', 'Reconstruction loss', 'KL divergence loss'])Sensitive KL loss: {'weight': 9000, 'sens_col_ids': [8]}, Reconstruction loss: {'weight': 15}, KL divergence loss: {'weight': 0.05}, Latent sens ADV loss: {'weight': 0.1, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (75, 30, 10), 'input_dim': 16}, Flipped ADV loss: {'weight': 0.01, 'lr': 0.05, 'optimizer': 'Adam', 'layers': (75, 30, 10), 'input_dim': 10, 'sens_col_ids': [8]}, Pos Y vec loss: {'weight': 1200000}""}",0.640125174,0.617788538,0.90586005,0.734445567,0.805632823,0.792756025,0.831103207,0.620564644,0.679095857,-0.018350032,-0.024350381,-0.038347182,-0.058531212,0.019197571,0.024350381,0.038347182,0.954112015,0.049107715,0.102573018,0.008552386,0.047454334,0.008552386,0.008552386,0.047454334,0.202779957,0.024350381,0.019197571,0.000171555,0.000185605,6.49E-05,6.74E-05,0.000165752,0.000386457,0.000134883,0.000150495,0.000253692,0.000357516,0.000362361,0.000610063,6.49E-05,0.000325693,0.000362361,0.000610063,0.000863963,0.001081132,0.000139638,3.06E-05,0.000965909,3.06E-05,3.06E-05,0.000965909,0.015250842,0.000362361,0.000325693,8.60647E+18
